,word,candidates
4605,වෙමිනි,"['වෙමි', ' වෙනි']"
4606,ඇතුළෙ,"['ඇතුලෙ', ' ඇතුළ']"
4607,ගැන්වී,['ගැන්']
4608,එල්ලවන,"['එල්ලන', ' එලවන', ' එල්ලව']"
4609,කපටි,"['කප', ' පටි', ' කටි']"
4610,සිරිතට,"['සිරිත', ' සිරිට', ' සිතට']"
4611,පාරම්පරිකව,['පාරම්පරික']
4612,වළඳා,['වළ']
4613,ඇසක්,"['ඇක්', ' සක්', ' ඇස']"
4614,ගෝනි,"['ගෝණි', ' ගෝ']"
4615,මගියාගේ,['මගියා']
4616,දාහක්,"['හක්', ' දාහ']"
4617,දාන්න,"['නන්දා', ' දාන', ' න්න']"
4618,පිහියකින්,['පිහියකි']
4619,ආත්මයට,['ආත්මය']
4620,මෙතනින්,['මෙතන්']
4621,පනින්න,"['පනින', ' පන්න']"
4622,හේනට,"['හේන', ' නට']"
4623,ගමන්ගත්,['මන්ත්']
4624,දේවයන්,['දේවන්']
4625,අනුවණ,"['අනුව', ' නුවණ']"
4626,කම්පනයක්,['කම්පනය']
4627,නායිකාව,['නායිකා']
4628,ගඟෙන්,['ගෙන්']
4629,විමතියට,['විමතිය']
4630,වැඩියි,"['වැඩි', ' වැයි']"
4631,ගැමියා,['ගැමි']
4632,සිහියේ,"['හියේ', ' සිහි']"
4633,පෙරළිය,['පෙරළි']
4634,ඉඳලා,"['ඉඳ', ' ඉදලා']"
4635,ගෙදරකට,"['ගෙදරක', ' ගෙදරට']"
4636,සම්භාරයක්,['සම්භාරය']
4637,පුදුමයි,"['දුමයි', ' පුදුම']"
4638,සමීපයට,['සමීපය']
4639,ජාතිවාදය,['ජාතිවාද']
4640,තාරකාවක්,['තාරකාව']
4641,ලොල්,['ලො']
4642,තහනමක්,['තහනම']
4643,වංගුව,"['වංගුව', ' වගුව']"
4644,ලැබුණොත්,"['ලැබුනොත්', ' ලැබුණත්']"
4645,කරවන්නට,"['කරන්නට', ' රවන්නට', ' කවන්නට', ' කරවන්න']"
4646,සිටයි,"['සිට', ' ටයි']"
4647,කියාවි,"['කිවි', ' යාවි', ' කියා']"
4648,මගියා,"['ගියාම', ' මයා', ' මගි', ' ගියා', ' මඟියා']"
4649,වැටෙන්නේ,['වැටෙන්']
4650,සංඥාවක්,['සංඥාව']
4651,දරුවන්ටත්,['දරුවන්ට']
4652,ආණ්ඩුවකට,"['ආණ්ඩුවක', ' ආණ්ඩුවට']"
4653,දුන්නු,"['දුනු', ' දුන්']"
4654,වුනත්,"['වුන', ' වුණත්', ' නත්']"
4655,වනමින්,"['නවමින්', ' වනමි', ' නමින්']"
4656,ආවෙමු,['වෙමු']
4657,සිසුවකු,['සිසුව']
4658,සුසුමක්,"['සුසුමක්', ' සුසුම', ' මක්']"
4659,අමාරුව,"['අමාරු', ' මාරුව']"
4660,අරුමයක්,['අරුමය']
4661,දරුවෙකුට,"['දරුවෙකු', ' දරුවකුට']"
4662,හමුදාවත්,"['හමුදාව', ' හමුවත්']"
4663,වේදනාවට,['වේදනාව']
4664,දැරියක,"['දැරිය', ' දැයක']"
4665,පලාත්,"['පළාත්', ' පලා', ' පත්']"
4666,හඟවා,['හවා']
4667,බිඳුම්,"['බිඳු', ' බිම්', ' බිදුම්']"
4668,ජනාධිපතිවරණයෙන්,['ජනාධිපතිවරණයෙ']
4669,අපොයි,['අපයි']
4670,ළදරුවාගේ,"['දරුවාගේ', ' ළදරුවා']"
4671,දන්නවනේ,['දන්නව']
4672,ඇස්වලට,['ඇස්වල']
4673,ගම්වලට,['ගම්වල']
4674,විමසුවා,['විසුවා']
4675,සොරුන්,['සොරු']
4676,පෙම්,['පෙ']
4677,පිනවන,"['පිනවන', ' නවන']"
4678,සගයකු,"['සගය', ' සඟයකු']"
4679,පරාජිත,['රාජිත']
4680,අලියාට,"['අලිට', ' ලියාට', ' අලියා']"
4681,මඩුවේ,['මඩු']
4682,වැඩිහිටියෝ,['වැඩිහිටිය']
4683,නුහුරු,['හුරු']
4684,විකාර,"['කාර', ' විකා']"
4685,මනාල,"['නාල', ' මනා', ' මල']"
4686,යෝධයා,"['යෝදයා', ' යෝධ']"
4687,විචාරකයන්,['විචාරකය']
4688,ගෝලයන්,['ගෝලය']
4689,සමගත්,"['සමත්', ' මගත්', ' සමග']"
4690,ගෙවල්වල,['ගෙව්ව']
4691,සත්කාරය,['සත්කාර']
4692,බිමෙන්,"['බිමෙ', ' බිමන්', ' මෙන්']"
4693,නුපුරුදු,['පුරුදු']
4694,බෙහෙතක්,['බෙහෙත']
4695,නොමග,"['නොමඟ', ' නොම']"
4696,විහාරස්ථානයට,['විහාරස්ථානය']
4697,විදියටයි,"['විදියයි', ' විදියට']"
4698,අපරාධය,['අපරාධ']
4699,මැද්දෙන්,['මැද්දෙ']
4700,හදවතක්,['හදවත']
4701,දාගෙන,['ගෙන']
4702,අඟලක්,"['අගලක්', ' අඟල', ' අඟක්']"
4703,රුසියන්,"['රුසිය', ' සියන්']"
4704,විනෝදයට,['විනෝදය']
4705,උද්ඝෝෂණයේ,['උද්ඝෝෂණ']
4706,කෙළවරට,['කෙළවර']
4707,කතාබහක්,['කතාබහ']
4708,නංගියි,"['නංගි', ' නගියි']"
4709,අහනවා,"['අනවා', ' අහන']"
4710,ගහෙන්,"['හෙන්', ' ගෙන්']"
4711,ඇතුළෙන්,"['ඇතුළෙ', ' ඇතුලෙන්', ' ඇළෙන්']"
4712,ඇඳක්,"['ඇක්', ' ඇඳ']"
4713,බෙල්ල,['බල්ල']
4714,පුරවරය,['පුරවර']
4715,යහළුවා,['යහළු']
4716,එරික්,"['රික්', ' එක්']"
4717,නැහැනේ,"['නැනේ', ' නැහැ']"
4718,කාලගුණයක්,['කාලගුණය']
4719,සංඝරත්නයේ,['සංඝරත්න']
4720,කීවොත්,['කීවත්']
4721,ගණනේ,"['ගනේ', ' ගණ']"
4722,සැරයක්,"['සැරය', ' සැරක්']"
4723,කිසිත්,"['සිත්', ' කිසි']"
4724,එතුමන්ට,"['එතුමන්', ' තුමන්ට']"
4725,වැඩත්,"['ඩත්', ' වැඩ']"
4726,රංචුවේ,['රංචු']
4727,පේන්න,"['පේන', ' න්න']"
4728,ජිවිත,"['ජිත', ' විජිත']"
4729,පුළුන්,"['පුන්', ' පුලුන්']"
4730,සංවාදයකට,"['සංවාදයට', ' සංවාදයක']"
4731,විහාරයෙන්,"['විහාරෙන්', ' විහාරයෙ']"
4732,බීමක්,"['මක්', ' බීම']"
4733,ගොයම,['ගොම']
4734,සමූල,['මූල']
4735,ඉවුරට,"['ඉරට', ' ඉවුර']"
4736,හුස්මට,['හුස්ම']
4737,කෘතියට,['කෘතිය']
4738,විලක්,"['විල', ' ලක්']"
4739,සමගිනි,"['සමගි', ' මගිනි']"
4740,සීරුවෙන්,"['රුවෙන්', ' සීරුවෙ']"
4741,අගුරු,"['අගු', ' ගුරු', ' අඟුරු']"
4742,ආදරයක්,['ආදරය']
4743,හවස්,['වස්']
4744,හිතන්න,"['හිත්', ' හිතන', ' හින්න']"
4745,බෑගයක්,"['බෑගය', ' බෑයක්']"
4746,සාගත,['ගත']
4747,ලණුව,['ලණු']
4748,කැස්බෑවන්,['කැස්බෑව']
4749,ආණ්ඩුවයි,['ආණ්ඩුව']
4750,ගොන්,"['ගන්', ' ගො']"
4751,ගාලූ,"['ලූ', ' ගාල']"
4752,මෙයාට,"['මෙට', ' මයාට', ' මෙයා', ' යාමෙට']"
4753,හයියෙන්,['හයෙන්']
4754,බෑවුම,['බෑම']
4755,ඕනෑවට,['ඕවට']
4756,යාළුවන්ට,"['යාළුවන්', ' යාලුවන්ට']"
4757,මටත්,"['ටත්', ' මට', ' මත්']"
4758,හදනවා,"['හදන', ' හදවා']"
4759,අතරෙ,"['අතෙ', ' අතර', ' අරෙ']"
4760,වැඳලා,"['වැඳ', ' වැදලා']"
4761,බහක්,"['හක්', ' බක්', ' බහ', ' හබක්']"
4762,බොන්නට,['බොන්න']
4763,කාලෙක,['කාලක']
4764,හයයි,"['යයි', ' හයිය', ' හය']"
4765,මරණයත්,"['මරණත්', ' මරණය']"
4766,කොටත්,"['කොට', ' කටත්', ' කොත්']"
4767,දේශපාලකයන්,['දේශපාලකය']
4768,ඉඳන්,"['ඉන්', ' ඉඳ', ' ඉදන්']"
4769,පස්සට,"['පසට', ' පස්ස']"
4770,මැජික්,['මැක්']
4771,පොප්,['පො']
4772,නැගෙයි,"['නැඟෙයි', ' ගෙයි']"
4773,කිට්ටුව,['කිට්ටු']
4774,යන්නා,"['යන්', ' යනා']"
4775,මතකයෙන්,"['මතකයන්', ' මතයෙන්', ' මතකයෙ', ' මතකෙන්']"
4776,රැල්ල,['රැල']
4777,කුඩාවට,['කුඩාව']
4778,සඳහන්වේ,['සඳහන්']
4779,අපූරුවට,['අපූරුව']
4780,ලෙසටයි,"['ලෙසයි', ' ලෙසට']"
4781,එහෙමත්,"['එහෙත්', ' එහෙම']"
4782,ගැසීම්,['ගැසී']
4783,නිවෙසක්,"['නිවසක්', ' නිවෙස', ' වෙසක්']"
4784,දොළහ,"['දොළ', ' දොලහ']"
4785,දෑසට,['දෑස']
4786,සිදුවූවා,['සිදුවූ']
4787,ආසාව,"['ආව', ' ආසා']"
4788,ගත්තෙ,"['ගත්ත', ' ගතෙ']"
4789,මහාධිකරණයට,['මහාධිකරණය']
4790,පිළිගන්නවා,"['පිළිගන්න', ' පිලිගන්නවා']"
4791,විලාසිතාවක්,['විලාසිතාව']
4792,පෙනෙනවා,['පෙනෙන']
4793,කදුළු,"['කදු', ' කදුලු', ' කළු', ' කඳුළු']"
4794,ඉවක්,"['වක්', ' ඉව']"
4795,පරදුවට,['පරදුව']
4796,අරින,['අන']
4797,විඳින්න,"['විඳින', ' විදින්න']"
4798,පෙන්වනවා,"['පෙන්නා', ' පෙන්වන']"
4799,යානයක්,"['යානය', ' යායක්']"
4800,භාගයකට,"['භාගයට', ' භාගයක', ' බාගයකට']"
4801,වැඩිමල්,['වැඩිම']
4802,සැකයට,"['කයට', ' සැකය']"
4803,විශ්වාසයි,['විශ්වාස']
4804,නැත්තම්,['නැත්ත']
4805,රැවුළ,"['රැවුල', ' රැළ']"
4806,ආවේශ,"['ආවේ', ' ආවේස', ' වේශ']"
4807,තරුණියක්,['තරුණිය']
4808,එසේනම්,['එනම්']
4809,අනාවරණ,"['අණාවරණ', ' අවරණ']"
4810,නිමිත්තක්,['නිමිත්ත']
4811,බියකින්,['බියකි']
4812,පිංකමක්,['පිංකම']
4813,පොල්ගස්,['පොල්ස්']
4814,ඇසුරක්,['ඇසුර']
4815,ක්ලාන්තය,['ක්ලාන්ත']
4816,සැබවින්ම,['සැබවින්']
4817,ආවාස,"['ආවා', ' වාස', ' ආස']"
4818,තීන්දුවකට,"['තීන්දුවක', ' තීන්දුවට']"
4819,පැහැදිලියි,['පැහැදිලි']
4820,ඇලන්,"['ඇන්', ' ඇල']"
4821,ස්ථානයයි,['ස්ථානය']
4822,යෙදෙනවා,['යෙදෙන']
4823,ගින්නට,['ගින්න']
4824,කුමාරයාට,"['මාරයාට', ' කුමාරට', ' කුමාරයා']"
4825,දවසකි,['දවස']
4826,බිමක,"['බික', ' බිම']"
4827,පාලකයන්ගේ,['පාලකයන්']
4828,පුටුවේ,['පුටු']
4829,නැතිවී,"['නැවී', ' නැති']"
4830,කෙරෙන්,['කරන්']
4831,දෙවනත්,['දෙවන']
4832,වෙලාවකට,"['වලාවකට', ' වෙලාවක', ' වෙලාවට']"
4833,රස්සාවක්,['රස්සාව']
4834,කිව්ව,['කිව']
4835,මිනිස්සුත්,"['මිනිස්සු', ' මිනිසුත්']"
4836,හදන්නෙ,['හදන්න']
4837,කාලාන්තරයක්,['කාලාන්තරය']
4838,සොහොයුරාගේ,['සොහොයුරා']
